team_name,team_location,team_mascot,team_abbr,team_code,team_id_num,level,league_name,parent_org_name,parent_org_id,team_logo,team_cap_logo_on_light,team_dot_logo
DSL Arizona Black,DSL Arizona Black,DSL Arizona Black,D-ARB,dak,610,Rookie,Dominican Summer League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/610.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/610.svg,https://midfield.mlbstatic.com/v1/team/610/spots/500
ACL D-backs,ACL D-backs,ACL D-backs,A-DBA,adb,1991,Rookie,Arizona Complex League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/1991.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1991.svg,https://midfield.mlbstatic.com/v1/team/1991/spots/500
DSL Arizona Red,DSL Arizona Red,DSL Arizona Red,D-ARR,dad,5087,Rookie,Dominican Summer League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/5087.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5087.svg,https://midfield.mlbstatic.com/v1/team/5087/spots/500
Arizona Diamondbacks,Arizona,Diamondbacks,AZ,ari,109,MLB,National League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/109.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/109.svg,https://midfield.mlbstatic.com/v1/team/109/spots/500
Reno Aces,Reno,Aces,RNO,ren,2310,AAA,Pacific Coast League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/2310.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2310.svg,https://midfield.mlbstatic.com/v1/team/2310/spots/500
Amarillo Sod Poodles,Amarillo,Sod Poodles,AMA,ama,5368,AA,Texas League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/5368.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5368.svg,https://midfield.mlbstatic.com/v1/team/5368/spots/500
Hillsboro Hops,Hillsboro,Hops,HIL,hil,419,A+,Northwest League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/419.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/419.svg,https://midfield.mlbstatic.com/v1/team/419/spots/500
Visalia Rawhide,Visalia,Rawhide,VIS,vis,516,A,California League,Arizona Diamondbacks,109,https://www.mlbstatic.com/team-logos/516.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/516.svg,https://midfield.mlbstatic.com/v1/team/516/spots/500
ACL Athletics,ACL Athletics,ACL Athletics,A-ATH,aoa,5426,Rookie,Arizona Complex League,Athletics,133,https://www.mlbstatic.com/team-logos/5426.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5426.svg,https://midfield.mlbstatic.com/v1/team/5426/spots/500
DSL Athletics,DSL Athletics,DSL Athletics,D-ATH,dat,602,Rookie,Dominican Summer League,Athletics,133,https://www.mlbstatic.com/team-logos/602.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/602.svg,https://midfield.mlbstatic.com/v1/team/602/spots/500
Athletics,Athletics,Athletics,ATH,ath,133,MLB,American League,Athletics,133,https://www.mlbstatic.com/team-logos/133.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/133.svg,https://midfield.mlbstatic.com/v1/team/133/spots/500
Las Vegas Aviators,Las Vegas,Aviators,LV,lvg,400,AAA,Pacific Coast League,Athletics,133,https://www.mlbstatic.com/team-logos/400.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/400.svg,https://midfield.mlbstatic.com/v1/team/400/spots/500
Midland RockHounds,Midland,RockHounds,MID,mro,237,AA,Texas League,Athletics,133,https://www.mlbstatic.com/team-logos/237.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/237.svg,https://midfield.mlbstatic.com/v1/team/237/spots/500
Lansing Lugnuts,Lansing,Lugnuts,LAN,lns,499,A+,Midwest League,Athletics,133,https://www.mlbstatic.com/team-logos/499.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/499.svg,https://midfield.mlbstatic.com/v1/team/499/spots/500
Stockton Ports,Stockton,Ports,STK,sto,524,A,California League,Athletics,133,https://www.mlbstatic.com/team-logos/524.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/524.svg,https://midfield.mlbstatic.com/v1/team/524/spots/500
FCL Braves,FCL Braves,FCL Braves,F-BRV,fbr,464,Rookie,Florida Complex League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/464.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/464.svg,https://midfield.mlbstatic.com/v1/team/464/spots/500
DSL Braves,DSL Braves,DSL Braves,D-BRV,dbr,605,Rookie,Dominican Summer League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/605.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/605.svg,https://midfield.mlbstatic.com/v1/team/605/spots/500
Atlanta Braves,Atlanta,Braves,ATL,atl,144,MLB,National League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/144.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/144.svg,https://midfield.mlbstatic.com/v1/team/144/spots/500
Gwinnett Stripers,Gwinnett,Stripers,GWN,gwi,431,AAA,International League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/431.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/431.svg,https://midfield.mlbstatic.com/v1/team/431/spots/500
Columbus Clingstones,Columbus,Clingstones,COL,cga,6325,AA,Southern League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/6325.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/6325.svg,https://midfield.mlbstatic.com/v1/team/6325/spots/500
Rome Emperors,Rome,Emperors,ROM,rom,432,A+,South Atlantic League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/432.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/432.svg,https://midfield.mlbstatic.com/v1/team/432/spots/500
Augusta GreenJackets,Augusta,GreenJackets,AUG,aug,478,A,Carolina League,Atlanta Braves,144,https://www.mlbstatic.com/team-logos/478.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/478.svg,https://midfield.mlbstatic.com/v1/team/478/spots/500
FCL Orioles,FCL Orioles,FCL Orioles,F-ORI,for,599,Rookie,Florida Complex League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/599.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/599.svg,https://midfield.mlbstatic.com/v1/team/599/spots/500
DSL Orioles Orange,DSL Orioles Orange,DSL Orioles Orange,D-ORO,doo,3130,Rookie,Dominican Summer League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/3130.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/3130.svg,https://midfield.mlbstatic.com/v1/team/3130/spots/500
DSL Orioles Black,DSL Orioles Black,DSL Orioles Black,D-ORB,dob,621,Rookie,Dominican Summer League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/621.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/621.svg,https://midfield.mlbstatic.com/v1/team/621/spots/500
Baltimore Orioles,Baltimore,Orioles,BAL,bal,110,MLB,American League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/110.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg,https://midfield.mlbstatic.com/v1/team/110/spots/500
Norfolk Tides,Norfolk,Tides,NOR,nor,568,AAA,International League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/568.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/568.svg,https://midfield.mlbstatic.com/v1/team/568/spots/500
Chesapeake Baysox,Chesapeake,Baysox,CHE,che,418,AA,Eastern League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/418.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/418.svg,https://midfield.mlbstatic.com/v1/team/418/spots/500
Aberdeen IronBirds,Aberdeen,IronBirds,ABD,abe,488,A+,South Atlantic League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/488.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/488.svg,https://midfield.mlbstatic.com/v1/team/488/spots/500
Delmarva Shorebirds,Delmarva,Shorebirds,DEL,del,548,A,Carolina League,Baltimore Orioles,110,https://www.mlbstatic.com/team-logos/548.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/548.svg,https://midfield.mlbstatic.com/v1/team/548/spots/500
DSL Red Sox Blue,DSL Red Sox Blue,DSL Red Sox Blue,D-RSB,drs,626,Rookie,Dominican Summer League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/626.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/626.svg,https://midfield.mlbstatic.com/v1/team/626/spots/500
DSL Red Sox Red,DSL Red Sox Red,DSL Red Sox Red,D-RSR,drx,627,Rookie,Dominican Summer League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/627.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/627.svg,https://midfield.mlbstatic.com/v1/team/627/spots/500
FCL Red Sox,FCL Red Sox,FCL Red Sox,F-RSX,frs,471,Rookie,Florida Complex League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/471.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/471.svg,https://midfield.mlbstatic.com/v1/team/471/spots/500
Boston Red Sox,Boston,Red Sox,BOS,bos,111,MLB,American League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/111.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg,https://midfield.mlbstatic.com/v1/team/111/spots/500
Worcester Red Sox,Worcester,Red Sox,WOR,wor,533,AAA,International League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/533.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/533.svg,https://midfield.mlbstatic.com/v1/team/533/spots/500
Portland Sea Dogs,Portland,Sea Dogs,POR,prt,546,AA,Eastern League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/546.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/546.svg,https://midfield.mlbstatic.com/v1/team/546/spots/500
Greenville Drive,Greenville,Drive,GVL,grn,428,A+,South Atlantic League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/428.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/428.svg,https://midfield.mlbstatic.com/v1/team/428/spots/500
Salem Red Sox,Salem,Red Sox,SAL,slm,414,A,Carolina League,Boston Red Sox,111,https://www.mlbstatic.com/team-logos/414.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/414.svg,https://midfield.mlbstatic.com/v1/team/414/spots/500
DSL Cubs Blue,DSL Cubs Blue,DSL Cubs Blue,D-CUB,dcb,609,Rookie,Dominican Summer League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/609.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/609.svg,https://midfield.mlbstatic.com/v1/team/609/spots/500
ACL Cubs,ACL Cubs,ACL Cubs,A-CUB,acc,407,Rookie,Arizona Complex League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/407.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/407.svg,https://midfield.mlbstatic.com/v1/team/407/spots/500
DSL Cubs Red,DSL Cubs Red,DSL Cubs Red,D-CUR,dcr,2270,Rookie,Dominican Summer League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/2270.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2270.svg,https://midfield.mlbstatic.com/v1/team/2270/spots/500
Chicago Cubs,Chi Cubs,Cubs,CHC,chn,112,MLB,National League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/112.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/112.svg,https://midfield.mlbstatic.com/v1/team/112/spots/500
Iowa Cubs,Iowa,Cubs,IOW,iow,451,AAA,International League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/451.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/451.svg,https://midfield.mlbstatic.com/v1/team/451/spots/500
Knoxville Smokies,Knoxville,Smokies,KNX,ten,553,AA,Southern League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/553.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/553.svg,https://midfield.mlbstatic.com/v1/team/553/spots/500
South Bend Cubs,South Bend,Cubs,SB,sou,550,A+,Midwest League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/550.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/550.svg,https://midfield.mlbstatic.com/v1/team/550/spots/500
Myrtle Beach Pelicans,Myrtle Beach,Pelicans,MB,myr,521,A,Carolina League,Chicago Cubs,112,https://www.mlbstatic.com/team-logos/521.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/521.svg,https://midfield.mlbstatic.com/v1/team/521/spots/500
DSL White Sox,DSL White Sox,DSL White Sox,D-WSX,dws,633,Rookie,Dominican Summer League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/633.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/633.svg,https://midfield.mlbstatic.com/v1/team/633/spots/500
ACL White Sox,ACL White Sox,ACL White Sox,A-WSX,acw,1997,Rookie,Arizona Complex League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/1997.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1997.svg,https://midfield.mlbstatic.com/v1/team/1997/spots/500
Chicago White Sox,Chi White Sox,White Sox,CWS,cha,145,MLB,American League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/145.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/145.svg,https://midfield.mlbstatic.com/v1/team/145/spots/500
Charlotte Knights,Charlotte,Knights,CLT,chr,494,AAA,International League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/494.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/494.svg,https://midfield.mlbstatic.com/v1/team/494/spots/500
Birmingham Barons,Birmingham,Barons,BIR,bir,247,AA,Southern League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/247.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/247.svg,https://midfield.mlbstatic.com/v1/team/247/spots/500
Winston-Salem Dash,Winston-Salem,Dash,WS,wsm,580,A+,South Atlantic League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/580.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/580.svg,https://midfield.mlbstatic.com/v1/team/580/spots/500
Kannapolis Cannon Ballers,Kannapolis,Cannon Ballers,KAN,kan,487,A,Carolina League,Chicago White Sox,145,https://www.mlbstatic.com/team-logos/487.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/487.svg,https://midfield.mlbstatic.com/v1/team/487/spots/500
DSL Reds,DSL Reds,DSL Reds,D-RED,drd,628,Rookie,Dominican Summer League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/628.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/628.svg,https://midfield.mlbstatic.com/v1/team/628/spots/500
ACL Reds,ACL Reds,ACL Reds,A-RED,aci,3430,Rookie,Arizona Complex League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/3430.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/3430.svg,https://midfield.mlbstatic.com/v1/team/3430/spots/500
DSL Rojos,DSL Rojos,DSL Rojos,D-ROJ,dre,2412,Rookie,Dominican Summer League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/2412.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2412.svg,https://midfield.mlbstatic.com/v1/team/2412/spots/500
Cincinnati Reds,Cincinnati,Reds,CIN,cin,113,MLB,National League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/113.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/113.svg,https://midfield.mlbstatic.com/v1/team/113/spots/500
Louisville Bats,Louisville,Bats,LOU,lou,416,AAA,International League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/416.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/416.svg,https://midfield.mlbstatic.com/v1/team/416/spots/500
Chattanooga Lookouts,Chattanooga,Lookouts,CHA,cng,498,AA,Southern League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/498.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/498.svg,https://midfield.mlbstatic.com/v1/team/498/spots/500
Dayton Dragons,Dayton,Dragons,DAY,day,459,A+,Midwest League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/459.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/459.svg,https://midfield.mlbstatic.com/v1/team/459/spots/500
Daytona Tortugas,Daytona,Tortugas,DBT,dtn,450,A,Florida State League,Cincinnati Reds,113,https://www.mlbstatic.com/team-logos/450.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/450.svg,https://midfield.mlbstatic.com/v1/team/450/spots/500
DSL CLE Goryl,DSL CLE Goryl,DSL CLE Goryl,D-CLG,dgd,5506,Rookie,Dominican Summer League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/5506.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5506.svg,https://midfield.mlbstatic.com/v1/team/5506/spots/500
DSL CLE Mendoza,DSL CLE Mendoza,DSL CLE Mendoza,D-CLM,dgu,616,Rookie,Dominican Summer League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/616.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/616.svg,https://midfield.mlbstatic.com/v1/team/616/spots/500
ACL Guardians,ACL Guardians,ACL Guardians,A-GUA,acg,5374,Rookie,Arizona Complex League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/5374.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5374.svg,https://midfield.mlbstatic.com/v1/team/5374/spots/500
Cleveland Guardians,Cleveland,Guardians,CLE,cle,114,MLB,American League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/114.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/114.svg,https://midfield.mlbstatic.com/v1/team/114/spots/500
Columbus Clippers,Columbus,Clippers,COL,cbs,445,AAA,International League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/445.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/445.svg,https://midfield.mlbstatic.com/v1/team/445/spots/500
Akron RubberDucks,Akron,RubberDucks,AKR,akr,402,AA,Eastern League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/402.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/402.svg,https://midfield.mlbstatic.com/v1/team/402/spots/500
Lake County Captains,Lake County,Captains,LC,lco,437,A+,Midwest League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/437.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/437.svg,https://midfield.mlbstatic.com/v1/team/437/spots/500
Lynchburg Hillcats,Lynchburg,Hillcats,LYN,lyn,481,A,Carolina League,Cleveland Guardians,114,https://www.mlbstatic.com/team-logos/481.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/481.svg,https://midfield.mlbstatic.com/v1/team/481/spots/500
DSL Colorado,DSL Colorado,DSL Colorado,D-COL,dcd,2131,Rookie,Dominican Summer League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/2131.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2131.svg,https://midfield.mlbstatic.com/v1/team/2131/spots/500
DSL Rockies,DSL Rockies,DSL Rockies,D-RCK,drk,629,Rookie,Dominican Summer League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/629.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/629.svg,https://midfield.mlbstatic.com/v1/team/629/spots/500
ACL Rockies,ACL Rockies,ACL Rockies,A-RCK,aro,1994,Rookie,Arizona Complex League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/1994.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1994.svg,https://midfield.mlbstatic.com/v1/team/1994/spots/500
Colorado Rockies,Colorado,Rockies,COL,col,115,MLB,National League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/115.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/115.svg,https://midfield.mlbstatic.com/v1/team/115/spots/500
Albuquerque Isotopes,Albuquerque,Isotopes,ABQ,alb,342,AAA,Pacific Coast League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/342.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/342.svg,https://midfield.mlbstatic.com/v1/team/342/spots/500
Hartford Yard Goats,Hartford,Yard Goats,HFD,hfd,538,AA,Eastern League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/538.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/538.svg,https://midfield.mlbstatic.com/v1/team/538/spots/500
Spokane Indians,Spokane,Indians,SPO,spo,486,A+,Northwest League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/486.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/486.svg,https://midfield.mlbstatic.com/v1/team/486/spots/500
Fresno Grizzlies,Fresno,Grizzlies,FRE,fre,259,A,California League,Colorado Rockies,115,https://www.mlbstatic.com/team-logos/259.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/259.svg,https://midfield.mlbstatic.com/v1/team/259/spots/500
DSL Tigers 2,DSL Tigers 2,DSL Tigers 2,D-TI2,dtg,2132,Rookie,Dominican Summer League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/2132.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2132.svg,https://midfield.mlbstatic.com/v1/team/2132/spots/500
DSL Tigers 1,DSL Tigers 1,DSL Tigers 1,D-TI1,dti,631,Rookie,Dominican Summer League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/631.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/631.svg,https://midfield.mlbstatic.com/v1/team/631/spots/500
FCL Tigers,FCL Tigers,FCL Tigers,F-TIG,fti,473,Rookie,Florida Complex League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/473.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/473.svg,https://midfield.mlbstatic.com/v1/team/473/spots/500
Detroit Tigers,Detroit,Tigers,DET,det,116,MLB,American League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/116.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/116.svg,https://midfield.mlbstatic.com/v1/team/116/spots/500
Toledo Mud Hens,Toledo,Mud Hens,TOL,tol,512,AAA,International League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/512.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/512.svg,https://midfield.mlbstatic.com/v1/team/512/spots/500
Erie SeaWolves,Erie,SeaWolves,ERI,esw,106,AA,Eastern League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/106.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/106.svg,https://midfield.mlbstatic.com/v1/team/106/spots/500
West Michigan Whitecaps,West Michigan,Whitecaps,WM,wmi,582,A+,Midwest League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/582.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/582.svg,https://midfield.mlbstatic.com/v1/team/582/spots/500
Lakeland Flying Tigers,Lakeland,Flying Tigers,LAK,lak,570,A,Florida State League,Detroit Tigers,116,https://www.mlbstatic.com/team-logos/570.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/570.svg,https://midfield.mlbstatic.com/v1/team/570/spots/500
DSL Astros Blue,DSL Astros Blue,DSL Astros Blue,D-ASB,dab,601,Rookie,Dominican Summer League,Houston Astros,117,https://www.mlbstatic.com/team-logos/601.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/601.svg,https://midfield.mlbstatic.com/v1/team/601/spots/500
DSL Astros Orange,DSL Astros Orange,DSL Astros Orange,D-ASO,dao,5005,Rookie,Dominican Summer League,Houston Astros,117,https://www.mlbstatic.com/team-logos/5005.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5005.svg,https://midfield.mlbstatic.com/v1/team/5005/spots/500
FCL Astros,FCL Astros,FCL Astros,F-AST,fas,1998,Rookie,Florida Complex League,Houston Astros,117,https://www.mlbstatic.com/team-logos/1998.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1998.svg,https://midfield.mlbstatic.com/v1/team/1998/spots/500
Houston Astros,Houston,Astros,HOU,hou,117,MLB,American League,Houston Astros,117,https://www.mlbstatic.com/team-logos/117.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/117.svg,https://midfield.mlbstatic.com/v1/team/117/spots/500
Sugar Land Space Cowboys,Sugar Land,Space Cowboys,SUG,sls,5434,AAA,Pacific Coast League,Houston Astros,117,https://www.mlbstatic.com/team-logos/5434.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/5434.svg,https://midfield.mlbstatic.com/v1/team/5434/spots/500
Corpus Christi Hooks,Corpus Christi,Hooks,CC,cor,482,AA,Texas League,Houston Astros,117,https://www.mlbstatic.com/team-logos/482.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/482.svg,https://midfield.mlbstatic.com/v1/team/482/spots/500
Asheville Tourists,Asheville,Tourists,ASH,ash,573,A+,South Atlantic League,Houston Astros,117,https://www.mlbstatic.com/team-logos/573.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/573.svg,https://midfield.mlbstatic.com/v1/team/573/spots/500
Fayetteville Woodpeckers,Fayetteville,Woodpeckers,FAY,fay,3712,A,Carolina League,Houston Astros,117,https://www.mlbstatic.com/team-logos/3712.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/3712.svg,https://midfield.mlbstatic.com/v1/team/3712/spots/500
DSL Royals Fortuna,DSL Royals Fortuna,DSL Royals Fortuna,D-ROF,drg,2128,Rookie,Dominican Summer League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/2128.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/2128.svg,https://midfield.mlbstatic.com/v1/team/2128/spots/500
DSL Royals Ventura,DSL Royals Ventura,DSL Royals Ventura,D-ROV,drl,630,Rookie,Dominican Summer League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/630.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/630.svg,https://midfield.mlbstatic.com/v1/team/630/spots/500
ACL Royals,ACL Royals,ACL Royals,A-ROY,akc,412,Rookie,Arizona Complex League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/412.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/412.svg,https://midfield.mlbstatic.com/v1/team/412/spots/500
Kansas City Royals,Kansas City,Royals,KC,kca,118,MLB,American League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/118.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/118.svg,https://midfield.mlbstatic.com/v1/team/118/spots/500
Omaha Storm Chasers,Omaha,Storm Chasers,OMA,oma,541,AAA,International League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/541.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/541.svg,https://midfield.mlbstatic.com/v1/team/541/spots/500
Northwest Arkansas Naturals,Northwest Arkansas,Naturals,NWA,nwa,1350,AA,Texas League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/1350.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/1350.svg,https://midfield.mlbstatic.com/v1/team/1350/spots/500
Quad Cities River Bandits,Quad Cities,River Bandits,QC,qcs,565,A+,Midwest League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/565.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/565.svg,https://midfield.mlbstatic.com/v1/team/565/spots/500
Columbia Fireflies,Columbia,Fireflies,COL,cba,3705,A,Carolina League,Kansas City Royals,118,https://www.mlbstatic.com/team-logos/3705.svg,https://www.mlbstatic.com/team-logos/team-cap-on-light/3705.svg,https://midfield.mlbstatic.com/v1/team/3705/spots/500
